player_id,original_name,normalized_search_name,selected_page_title,wikipedia_url,raw_position,position_wiki,status,manual_review_reason,candidate_titles,first_position_rule_applied,match_method,name_source,birth_year_wiki,birth_evidence,identity_accept_reason
P006436,"GIEDRAITIS, ROKAS",Rokas Giedraitis,Rokas Giedraitis,https://en.wikipedia.org/wiki/Rokas_Giedraitis,Small forward,Small Forward,matched,,Rokas Giedraitis; BC Žalgiris; BC Rytas; 2023–24 KK Crvena zvezda season; List of 2025–26 EuroLeague transactions,False,direct,bio_name,1992.0,exact_match,exact_birth_year
P001557,"GIFFEY, NIELS",Niels Giffey,Niels Giffey,https://en.wikipedia.org/wiki/Niels_Giffey,Small forward / Shooting guard,Small Forward,matched,,Niels Giffey; FC Bayern Munich (basketball); BeoBasket; 2019–20 EuroLeague; 2020–21 EuroLeague,True,direct,bio_name,1991.0,exact_match,exact_birth_year
PKWC,"GIGLI, ANGELO",Angelo Gigli,Angelo Gigli,https://en.wikipedia.org/wiki/Angelo_Gigli,Power forward / center,Power Forward,matched,,Angelo Gigli; Italy men's national basketball team; Virtus Bologna; Pallacanestro Reggiana; Rosters of the top basketball teams in European club competitions,True,direct,bio_name,1983.0,exact_match,exact_birth_year
P008001,"GILL, ANTHONY",Anthony Gill,Anthony Gill (basketball),https://en.wikipedia.org/wiki/Anthony_Gill_(basketball),Power forward,Power Forward,matched,,Anthony Gill; Anthony Gill (basketball); 2017–18 EuroLeague; Basketball; EuroLeague MVP of the Round; 2017–18 Fenerbahçe S.K. (basketball) season,False,search,bio_name,1992.0,exact_match,exact_birth_year
P011941,"GILLESPIE, FREDDIE",Freddie Gillespie,Freddie Gillespie,https://en.wikipedia.org/wiki/Freddie_Gillespie,Center,Center,matched,,Freddie Gillespie; FC Bayern Munich (basketball); List of 2025–26 EuroLeague transactions; KK Crvena zvezda; List of 2024–25 EuroLeague transactions,False,direct,bio_name,1997.0,exact_match,exact_birth_year
P010550,"GINAT, TOMER",Tomer Ginat,Tomer Ginat,https://en.wikipedia.org/wiki/Tomer_Ginat,Power forward,Power Forward,matched,,Tomer Ginat; Israel men's national basketball team; Hapoel Tel Aviv B.C.; List of 2026–27 EuroLeague transactions; EuroBasket 2022,False,direct,bio_name,1994.0,exact_match,exact_birth_year
PACQ,"GINEVICIUS, VIDAS",Vidas Ginevicius,Vidas Ginevičius,https://en.wikipedia.org/wiki/Vidas_Ginevičius,Point guard,Point Guard,matched,,Vidas Ginevičius; BC Žalgiris; Lithuania men's national basketball team; LKL All-Star Game; BC Spartak Primorye,False,direct,bio_name,1978.0,exact_match,exact_birth_year
P000689,"GIOVACCHINI, ANTHONY",Anthony Giovacchini,Oriundo,https://en.wikipedia.org/wiki/Oriundo,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Oriundo,False,search,bio_name,,unavailable,
PBXA,"GIOVANNONI, GUILHERME",Guilherme Giovannoni,Guilherme Giovannoni,https://en.wikipedia.org/wiki/Guilherme_Giovannoni,Power forward,Power Forward,matched,,Guilherme Giovannoni; Esporte Clube Pinheiros (basketball); Virtus Bologna; Novo Basquete Brasil; Liga Sudamericana de Baloncesto,False,direct,bio_name,1980.0,exact_match,exact_birth_year
PCSI,"GIPSON, SERGERIO",Sergerio Gipson,Teddy Gipson,https://en.wikipedia.org/wiki/Teddy_Gipson,Point guard / shooting guard,Point Guard,matched,,Teddy Gipson; EuroCup Basketball individual statistics; BBL All-Star Game; DBL All-Star Gala,True,direct,bio_name,1980.0,exact_match,exact_birth_year
P005024,"GIRDZIUNAS, MINDAUGAS",Mindaugas Girdziunas,Mindaugas Girdžiūnas,https://en.wikipedia.org/wiki/Mindaugas_Girdžiūnas,Shooting guard / point guard,Shooting Guard,matched,,Mindaugas Girdžiūnas; BC Neptūnas; BC Rytas; Lithuania men's national basketball team; 2024–25 King Mindaugas Cup,True,direct,bio_name,1989.0,exact_match,exact_birth_year
PAFI,"GIRICEK, GORDAN",Gordan Giricek,Gordan Giriček,https://en.wikipedia.org/wiki/Gordan_Giriček,Shooting guard / small forward,Shooting Guard,matched,,Gordan Giriček; Fenerbahçe S.K. (basketball); Premijer liga (Croatian basketball); PBC CSKA Moscow; Croatia men's national basketball team,True,direct,bio_name,1977.0,exact_match,exact_birth_year
P002980,"GIST, JAMES",James Gist,James Gist,https://en.wikipedia.org/wiki/James_Gist,Power forward,Power Forward,matched,,James Gist; Fenerbahçe S.K. (basketball); ABA League; EuroLeague 2010–2020 All-Decade Team; FC Bayern Munich (basketball),False,direct,bio_name,1986.0,exact_match,exact_birth_year
PBZW,"GKAGKALOUDIS, IOANNIS",Ioannis Gkagkaloudis,Ioannis Gagaloudis,https://en.wikipedia.org/wiki/Ioannis_Gagaloudis,Point guard / shooting guard,Point Guard,matched,,Ioannis Gagaloudis,True,direct,bio_name,1978.0,exact_match,exact_birth_year
P005274,"GLADYR, SERGII",Sergii Gladyr,Sergiy Gladyr,https://en.wikipedia.org/wiki/Sergiy_Gladyr,Shooting guard,Shooting Guard,matched,,Sergiy Gladyr; AS Monaco Basket; Leaders Cup; 2017 Basketball Champions League Final Four,False,direct,bio_name,1988.0,exact_match,exact_birth_year
P011261,"GLAS, GREGOR",Gregor Glas,Gregor Glas,https://en.wikipedia.org/wiki/Gregor_Glas,Shooting guard,Shooting Guard,matched,,Gregor Glas; 2025–26 ABA League First Division; 2021–22 KK Partizan season; KK Cedevita Olimpija; France men's national basketball team; 2022–23 KK Partizan season,False,direct,bio_name,2001.0,exact_match,exact_birth_year
PBVP,"GLYNIADAKIS, ANDREAS",Andreas Glyniadakis,Andreas Glyniadakis,https://en.wikipedia.org/wiki/Andreas_Glyniadakis,Center,Center,matched,,Andreas Glyniadakis; Greece men's national basketball team; AEK B.C.; Rosters of the champion and finalist teams of EuroLeague; Olympiacos B.C.,False,direct,bio_name,1981.0,exact_match,exact_birth_year
P000499,"GOLDSBERRY, JOHN",John Goldsberry,John Goldsberry,https://en.wikipedia.org/wiki/John_Goldsberry,Point guard / shooting guard,Point Guard,matched,,John Goldsberry; Casey Jacobsen; Bamberg Baskets; Artland Dragons; Center (basketball),True,direct,bio_name,1982.0,exact_match,exact_birth_year
P012336,"GOLD, TAMIR",Tamir Gold,David Blatt,https://en.wikipedia.org/wiki/David_Blatt,,,page_found_identity_mismatch,Selected page's birth year (1959) clearly differs from players_bio.csv (2007); rejected as a different person.,"Israel men's national basketball team; David Blatt; AEK B.C.; List of University of California, Berkeley alumni in sports; List of Israelis",False,search,bio_name,1959.0,clear_mismatch,
PAGI,"GOLEMAC, JURICA",Jurica Golemac,Jurica Golemac,https://en.wikipedia.org/wiki/Jurica_Golemac,Forward / center,Center,matched,,Jurica Golemac; Dubai Basketball; 2025–26 EuroLeague; 2019–20 Slovenian Basketball League; Aleksander Sekulić,False,direct,bio_name,1977.0,exact_match,exact_birth_year
PLCK,"GOLOVIN, DMITRY",Dmitry Golovin,Rosters of the top basketball teams in European club competitions,https://en.wikipedia.org/wiki/Rosters_of_the_top_basketball_teams_in_European_club_competitions,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Rosters of the top basketball teams in European club competitions; 2014–15 Euroleague squads; January 2007 in sports; 2018 FIFA World Cup; 1988,False,search,bio_name,,unavailable,
P001236,"GOLUBOVIC, VLADIMIR",Vladimir Golubovic,Vladimir Golubović,https://en.wikipedia.org/wiki/Vladimir_Golubović,Center,Center,matched,,Vladimir Golubović; EuroCup Basketball; EuroCup Basketball All-EuroCup Team; KK Budućnost; 2013–14 Eurocup Basketball,False,direct,bio_name,1986.0,exact_match,exact_birth_year
P004435,"GOMES, RYAN",Ryan Gomes,Ryan Gomes,https://en.wikipedia.org/wiki/Ryan_Gomes,Small forward / power forward,Small Forward,matched,,Ryan Gomes; December 31; DBL All-Star Gala; 2017 in sports; Marcus Douthit,True,direct,bio_name,1982.0,exact_match,exact_birth_year
P000074,"GOMIS, ANTOINE",Antoine Gomis,Antoine Gomis,https://en.wikipedia.org/wiki/Antoine_Gomis,,,page_found_identity_unconfirmed,Basketball page found but birth year/nationality could not be confirmed against players_bio.csv,Antoine Gomis; France men's national basketball team; JL Bourg Basket; ESB Villeneuve-d'Ascq; Rosters of the top basketball teams in European club competitions,False,direct,bio_name,,unavailable,
P001216,"GOMIS, JOSEPH",Joseph Gomis,Joseph Gomis,https://en.wikipedia.org/wiki/Joseph_Gomis,Point guard,Point Guard,matched,,Joseph Gomis; SLUC Nancy Basket; Limoges CSP; Nanterre 92; Frédéric Fauthoux,False,direct,bio_name,1978.0,exact_match,exact_birth_year
PAWN,"GONLUM, KEREM",Kerem Gonlum,Kerem Gönlüm,https://en.wikipedia.org/wiki/Kerem_Gönlüm,Power forward / center,Power Forward,matched,,Kerem Gönlüm; Galatasaray S.K. (men's basketball); Turkey men's national basketball team; Anadolu Efes S.K.; EuroLeague season statistical leaders,True,direct,bio_name,1977.0,exact_match,exact_birth_year
P011649,"GONZALEZ, HUGO",Hugo Gonzalez,Hugo González (basketball),https://en.wikipedia.org/wiki/Hugo_González_(basketball),Shooting guard,Shooting Guard,matched,,Hugo González; Hugo González (basketball); Euroleague Basketball Next Generation Tournament; Real Madrid Baloncesto; List of 2025–26 EuroLeague transactions; 2025–26 Real Madrid Baloncesto season,False,search,bio_name,2006.0,exact_match,exact_birth_year
P008032,"GONZALEZ, MIGUEL",Miguel Gonzalez,Miguel González (basketball),https://en.wikipedia.org/wiki/Miguel_González_(basketball),,,position_unavailable,Basketball page confirmed but has no 'position' field in its infobox,Miguel González; 2021–22 EuroLeague; Real Madrid Baloncesto; 2020–21 EuroLeague; Spain men's national basketball team; Miguel González (basketball),False,search,bio_name,,unavailable,
P004324,"GORBENKO, SERGIY",Sergiy Gorbenko,Sergiy Gorbenko,https://en.wikipedia.org/wiki/Sergiy_Gorbenko,Forward,,position_text_unrecognized,Could not map position text to a canonical position: 'Forward',Sergiy Gorbenko; Vyacheslav Motorchuk; Rosters of the top basketball teams in European club competitions,False,direct,bio_name,,unavailable,
P000531,"GORDIC, NEMANJA",Nemanja Gordic,Nemanja Gordić,https://en.wikipedia.org/wiki/Nemanja_Gordić,Point guard / shooting guard,Point Guard,matched,,Nemanja Gordić; ABA League; 2024–25 KK Partizan season; KK Cedevita; 2020–21 KK Partizan season,True,direct,bio_name,1988.0,exact_match,exact_birth_year
P004230,"GORDON, DREW",Drew Gordon,Drew Gordon,https://en.wikipedia.org/wiki/Drew_Gordon,Power forward / center,Power Forward,matched,,Drew Gordon; FC Bayern Munich (basketball); Thomas Walkup; ABA League; PBC CSKA Moscow,True,direct,bio_name,1990.0,exact_match,exact_birth_year
P001310,"GORDON, JAMONT",Jamont Gordon,Jamont Gordon,https://en.wikipedia.org/wiki/Jamont_Gordon,Point guard / shooting guard,Point Guard,matched,,Jamont Gordon; Galatasaray S.K. (men's basketball); ABA League; EuroLeague MVP of the Round; PBC CSKA Moscow,True,direct,bio_name,1987.0,exact_match,exact_birth_year
PAUC,"GOREE, MARCUS",Marcus Goree,Marcus Goree,https://en.wikipedia.org/wiki/Marcus_Goree,Power forward / center,Power Forward,matched,,Marcus Goree; ABA League; PBC CSKA Moscow; Rosters of the champion and finalist teams of EuroLeague; CB Gran Canaria,True,direct,bio_name,1977.0,exact_match,exact_birth_year
PBPV,"GORENC, BORIS",Boris Gorenc,Boris Gorenc,https://en.wikipedia.org/wiki/Boris_Gorenc,Shooting guard / small forward,Shooting Guard,matched,,Boris Gorenc; Belgian Basketball All-Star Game; Pallacanestro Varese; Olympiacos B.C.; Mens Sana Basketball Siena,True,direct,bio_name,1973.0,exact_match,exact_birth_year
P005944,"GOSPODAREK, MICHAEL",Michael Gospodarek,2014–15 Euroleague squads,https://en.wikipedia.org/wiki/2014–15_Euroleague_squads,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2014–15 Euroleague squads; FC Bayern Munich Junior Team,False,search,bio_name,,unavailable,
P004903,"GOUDELOCK, ANDREW",Andrew Goudelock,Andrew Goudelock,https://en.wikipedia.org/wiki/Andrew_Goudelock,Shooting guard,Shooting Guard,matched,,Andrew Goudelock; Fenerbahçe S.K. (basketball); 2016–17 EuroLeague; All-EuroLeague Team; EuroCup Basketball MVP,False,direct,bio_name,1988.0,exact_match,exact_birth_year
P014028,"GRAHAM, DEVONTE",Devonte Graham,Devonte' Graham,https://en.wikipedia.org/wiki/Devonte'_Graham,Point guard,Point Guard,matched,,Devonte' Graham; List of 2025–26 EuroLeague transactions; Devin Williams (basketball); KK Crvena zvezda; Brewster Academy,False,direct,bio_name,1995.0,exact_match,exact_birth_year
P003024,"GRANGER, JAYSON",Jayson Granger,Jayson Granger,https://en.wikipedia.org/wiki/Jayson_Granger,Point guard / shooting guard,Point Guard,matched,,Jayson Granger; Anadolu Efes S.K.; List of 2026–27 EuroLeague transactions; CB Estudiantes; Baloncesto Málaga,True,direct,bio_name,1989.0,exact_match,exact_birth_year
P011204,"GRANT, JERIAN",Jerian Grant,Jerian Grant,https://en.wikipedia.org/wiki/Jerian_Grant,Shooting guard / point guard,Shooting Guard,matched,,Jerian Grant; Horace Grant; EuroLeague; Jerami Grant; 2022–23 EuroCup Basketball,True,direct,bio_name,1992.0,exact_match,exact_birth_year
P003438,"GRANT, KENNETH",Kenneth Grant,Kenneth Grant,https://en.wikipedia.org/wiki/Kenneth_Grant,,,ambiguous_multiple_pages,3 basketball-player Wikipedia pages found for this name; none confirmed by birth year/nationality against players_bio.csv,Kenneth Grant; Kenneth Faried; List of 2025–26 EuroLeague transactions; Kendrick Nunn; Maharlika Pilipinas Basketball League; BC Rytas,False,direct,bio_name,,unavailable,
P008250,"GRANT, SASHA",Sasha Grant,Olympiacos B.C.,https://en.wikipedia.org/wiki/Olympiacos_B.C.,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Olympiacos B.C.; 2025 EuroLeague Final Four; Panathinaikos B.C.; 2012–13 Euroleague; 2013–14 Euroleague,False,search,bio_name,,unavailable,
P001934,"GRAVES, ANTONIO",Antonio Graves,Antonio Graves,https://en.wikipedia.org/wiki/Antonio_Graves,Shooting guard,Shooting Guard,matched,,Antonio Graves; Galatasaray S.K. (men's basketball); BC Rytas; Dražen Petrović; Chimezie Metu; Bandırma B.İ.K.,False,direct,bio_name,1985.0,exact_match,exact_birth_year
P010549,"GRAY, ROB",Rob Gray,Rob Gray (basketball),https://en.wikipedia.org/wiki/Rob_Gray_(basketball),Shooting guard / point guard,Shooting Guard,matched,,Rob Gray; Rob Gray (basketball); 2020–21 EuroCup Basketball; AS Monaco Basket; EuroCup Basketball Awards; EuroCup Basketball Finals MVP,True,search,bio_name,1994.0,exact_match,exact_birth_year
P005738,"GRAZULIS, ANDREJS",Andrejs Grazulis,Andrejs Gražulis,https://en.wikipedia.org/wiki/Andrejs_Gražulis,Power forward,Power Forward,matched,,Andrejs Gražulis; List of 2025–26 EuroLeague transactions; Virtus Bologna; List of 2024–25 EuroLeague transactions; Derthona Basket,False,direct,bio_name,1993.0,exact_match,exact_birth_year
P003326,"GREEN, CALEB",Caleb Green,Caleb Green (basketball),https://en.wikipedia.org/wiki/Caleb_Green_(basketball),Power forward,Power Forward,matched,,Caleb Green; Caleb Green (basketball); 2021–22 EuroCup Basketball; EuroCup Basketball All-EuroCup Team; Kostas Vasileiadis; EuroCup Basketball MVP of the Round,False,search,bio_name,1985.0,exact_match,exact_birth_year
P003457,"GREEN, DANNY",Danny Green,Daniel Green,https://en.wikipedia.org/wiki/Daniel_Green,,,position_unavailable,Basketball page confirmed but has no 'position' field in its infobox,Daniel Green; Śląsk Wrocław (basketball); Vasilije Micić; AEK B.C.; Vincent Poirier; Anthony Parker,False,direct,bio_name,,unavailable,direct_name_match_no_contradicting_evidence
PJTH,"GREENE, BRIAN",Brian Greene,Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Brian Greene; Orléans Loiret Basket; Rick Pitino; Women's National Basketball Association; 2023–24 British Basketball League season; BBL All-Star Game,False,direct,bio_name,,unavailable,
PKOO,"GREENE, DEMOND",Demond Greene,Demond Greene,https://en.wikipedia.org/wiki/Demond_Greene,Shooting guard,Shooting Guard,matched,,Demond Greene; FC Bayern Munich (basketball); Alba Berlin; Bayer Giants Leverkusen; BBL All-Star Game,False,direct,bio_name,1979.0,exact_match,exact_birth_year
P005159,"GREEN, ERICK",Erick Green,Erick Green,https://en.wikipedia.org/wiki/Erick_Green,,,birth_year_small_discrepancy,"Birth year differs by 1-2 years (players_bio.csv=1992, wikipedia=1991); not auto-accepted, flagged for review.",Erick Green; Fenerbahçe S.K. (basketball); 2017–18 EuroLeague; 2017 EuroLeague Final Four; Olympiacos B.C.,False,direct,bio_name,1991.0,small_discrepancy,
P009037,"GREEN, GARLON",Garlon Green,Garlon Green,https://en.wikipedia.org/wiki/Garlon_Green,Small forward / shooting guard,Small Forward,matched,,Garlon Green; 2017–18 Pro Basketball League; List of 2018–19 EuroLeague transactions; All-Pro Basketball League Teams; Jamaal Franklin,True,direct,bio_name,1991.0,exact_match,exact_birth_year
P001273,"GREEN, MARQUES",Marques Green,Marques Green,https://en.wikipedia.org/wiki/Marques_Green,Point guard,Point Guard,matched,,Marques Green; Fenerbahçe S.K. (basketball); 2023–24 EuroLeague Women; Olympiacos B.C.; Darüşşafaka Basketbol,False,direct,bio_name,1982.0,exact_match,exact_birth_year
PJGM,"GREEN, YANIV",Yaniv Green,Yaniv Green,https://en.wikipedia.org/wiki/Yaniv_Green,Center / power forward,Center,matched,,Yaniv Green; Israel men's national basketball team; Maccabi Tel Aviv B.C.; 2005 Euroleague Final Four; Rosters of the champion and finalist teams of EuroLeague,True,direct,bio_name,1980.0,exact_match,exact_birth_year
PKNA,"GREER, JEFF",Jeff Greer,Ricardo Greer,https://en.wikipedia.org/wiki/Ricardo_Greer,,,page_found_identity_unconfirmed,Basketball page found but birth year/nationality could not be confirmed against players_bio.csv,Jeff Greer; Fenerbahçe S.K. (basketball); Ricardo Greer; Olympiacos B.C.; Foul (basketball); EuroLeague season statistical leaders,False,search,bio_name,,unavailable,
PCRR,"GREER, LYNN",Lynn Greer,Lynn Greer,https://en.wikipedia.org/wiki/Lynn_Greer,Point guard / shooting guard,Point Guard,matched,,Lynn Greer; Fenerbahçe S.K. (basketball); Alphonso Ford EuroLeague Top Scorer Trophy; Śląsk Wrocław (basketball); All-EuroLeague Team,True,direct,bio_name,1979.0,exact_match,exact_birth_year
PKMZ,"GREER, RICARDO",Ricardo Greer,Ricardo Greer,https://en.wikipedia.org/wiki/Ricardo_Greer,Small forward,Small Forward,matched,,Ricardo Greer; LNB Élite; EuroLeague MVP of the Round; SLUC Nancy Basket; SIG Strasbourg,False,direct,bio_name,1977.0,exact_match,exact_birth_year
PKOJ,"GREGORY, KENNY",Kenny Gregory,Kenny Gregory,https://en.wikipedia.org/wiki/Kenny_Gregory,Shooting guard / small forward,Shooting Guard,matched,,Kenny Gregory; 2010–11 Euroleague; Anadolu Efes S.K.; EuroLeague MVP of the Round; Saski Baskonia,True,direct,bio_name,1978.0,exact_match,exact_birth_year
P002328,"GRIGONIS, MARIUS",Marius Grigonis,Marius Grigonis,https://en.wikipedia.org/wiki/Marius_Grigonis,Shooting guard / small forward,Shooting Guard,matched,,Marius Grigonis; BC Žalgiris; 2020–21 EuroLeague; List of 2026–27 EuroLeague transactions; 2024 EuroLeague Final Four,True,direct,bio_name,1994.0,exact_match,exact_birth_year
P003568,"GRIGORYEV, MAXIM",Maxim Grigoryev,Maksim Grigoryev,https://en.wikipedia.org/wiki/Maksim_Grigoryev,,,page_found_identity_unconfirmed,Basketball page found but birth year/nationality could not be confirmed against players_bio.csv,Maksim Grigoryev; Rosters of the top basketball teams in European club competitions,False,direct,bio_name,,unavailable,
PBKE,"GRIMAU, ROGER",Roger Grimau,Roger Grimau,https://en.wikipedia.org/wiki/Roger_Grimau,Guard / small forward,Small Forward,matched,,Roger Grimau; 2023–24 EuroLeague; FC Barcelona Bàsquet; 2024–25 EuroLeague; 2024–25 FC Barcelona Bàsquet season,False,direct,bio_name,1978.0,exact_match,exact_birth_year
P013555,"GRINVALDS, GUNARS",Gunars Grinvalds,2025–26 EuroLeague Basketball Next Generation Tournament,https://en.wikipedia.org/wiki/2025–26_EuroLeague_Basketball_Next_Generation_Tournament,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2025–26 EuroLeague Basketball Next Generation Tournament,False,search,bio_name,,unavailable,
P012099,"GROSBER, DORIAN",Dorian Grosber,2025–26 High Point Panthers men's basketball team,https://en.wikipedia.org/wiki/2025–26_High_Point_Panthers_men's_basketball_team,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2025–26 High Point Panthers men's basketball team; Luxembourg men's national basketball team,False,search,bio_name,,unavailable,
P012103,"GRUJICIC, MATHIEU",Mathieu Grujicic,Mathieu Grujicic,https://en.wikipedia.org/wiki/Mathieu_Grujicic,Shooting guard,Shooting Guard,matched,,Mathieu Grujicic; 2024–25 FC Barcelona Bàsquet season; Rosters of the top basketball teams in European club competitions,False,direct,bio_name,2007.0,exact_match,exact_birth_year
P005004,"GRUSZECKI, KAROL",Karol Gruszecki,Karol Gruszecki,https://en.wikipedia.org/wiki/Karol_Gruszecki,Shooting guard / small forward,Shooting Guard,matched,,Karol Gruszecki; Poland men's national basketball team; Czarni Słupsk; 2018 Polish Basketball Cup; Polish Basketball Supercup,True,direct,bio_name,1989.0,exact_match,exact_birth_year
P001097,"GUARDIA, DAVID",David Guardia,Andrew Lawrence (basketball),https://en.wikipedia.org/wiki/Andrew_Lawrence_(basketball),Point guard / shooting guard,Point Guard,matched,,Baloncesto Fuenlabrada; Andrew Lawrence (basketball); Rosters of the top basketball teams in European club competitions; 2019–20 Brescia Leonessa season; Napoli Basket (2016),True,search,bio_name,1990.0,exact_match,exact_birth_year
PKLS,"GUBANOV, PETR",Petr Gubanov,Petr Gubanov,https://en.wikipedia.org/wiki/Petr_Gubanov,Power forward / center,Power Forward,matched,,Petr Gubanov; List of 2018–19 EuroLeague transactions; Rosters of the top basketball teams in European club competitions; 2016–17 VTB United League; 2014–15 Euroleague squads,True,direct,bio_name,1987.0,exact_match,exact_birth_year
P003120,"GUDAITIS, ARTURAS",Arturas Gudaitis,Artūras Gudaitis,https://en.wikipedia.org/wiki/Artūras_Gudaitis,Center,Center,matched,,Artūras Gudaitis; BC Rytas; Basketball Champions League; BC Žalgiris; 2025–26 Basketball Champions League,False,direct,bio_name,1993.0,exact_match,exact_birth_year
P002439,"GUDUMAK, ALEKSANDR",Aleksandr Gudumak,Rosters of the top basketball teams in European club competitions,https://en.wikipedia.org/wiki/Rosters_of_the_top_basketball_teams_in_European_club_competitions,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Rosters of the top basketball teams in European club competitions,False,search,bio_name,,unavailable,
P004004,"GUDURIC, MARKO",Marko Guduric,Marko Gudurić,https://en.wikipedia.org/wiki/Marko_Gudurić,Shooting guard / small forward,Shooting Guard,matched,,Marko Gudurić; Fenerbahçe S.K. (basketball); Basketball League of Serbia; 2022–23 EuroLeague; BeoBasket,True,direct,bio_name,1995.0,exact_match,exact_birth_year
P012262,"GUEDEGBE, THEO",Theo Guedegbe,2024 FIBA Under-17 Basketball World Cup squads,https://en.wikipedia.org/wiki/2024_FIBA_Under-17_Basketball_World_Cup_squads,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2024 FIBA Under-17 Basketball World Cup squads,False,search,bio_name,,unavailable,
P012168,"GUEYE, SIDI",Sidi Gueye,Sidi Gueye,https://en.wikipedia.org/wiki/Sidi_Gueye,Power forward / center,Power Forward,matched,,Sidi Gueye; 2024–25 Real Madrid Baloncesto season,True,direct,bio_name,2007.0,exact_match,exact_birth_year
PAWQ,"GULER, MURATCAN",Muratcan Guler,Muratcan Güler,https://en.wikipedia.org/wiki/Muratcan_Güler,Point guard,Point Guard,matched,,Muratcan Güler; Galatasaray S.K. (men's basketball); Sinan Güler; Karşıyaka Basket; 2015–16 Basketbol Süper Ligi; Antalya Büyükşehir Belediyesi,False,direct,bio_name,1980.0,exact_match,exact_birth_year
P000494,"GULER, SINAN",Sinan Guler,Sinan Güler,https://en.wikipedia.org/wiki/Sinan_Güler,Shooting guard / point guard,Shooting Guard,matched,,Sinan Güler; Fenerbahçe S.K. (basketball); Beşiktaş J.K. (men's basketball); Galatasaray S.K. (men's basketball); 2016–17 EuroLeague,True,direct,bio_name,1983.0,exact_match,exact_birth_year
PABC,"GUROVIC, MILAN",Milan Gurovic,Milan Gurović,https://en.wikipedia.org/wiki/Milan_Gurović,,,birth_year_small_discrepancy,"Birth year differs by 1-2 years (players_bio.csv=1976, wikipedia=1975); not auto-accepted, flagged for review.",Milan Gurović; ABA League; Basketball League of Serbia; Galatasaray S.K. (men's basketball); Serbia men's national basketball team,False,direct,bio_name,1975.0,small_discrepancy,
P009537,"GUSIC, MARKO",Marko Gusic,Marko Gušić,https://en.wikipedia.org/wiki/Marko_Gušić,Small forward / shooting guard,Small Forward,matched,,Marko Gušić; KK Vojvodina; 2021–22 KK Crvena zvezda season; 2020–21 KK Crvena zvezda season; 2022–23 KK Crvena zvezda season,True,search,bio_name,2002.0,exact_match,exact_birth_year
P004996,"GUVEN, EGEMEN",Egemen Guven,Egemen Güven,https://en.wikipedia.org/wiki/Egemen_Güven,Center,Center,matched,,Egemen Güven; List of 2021–22 EuroLeague transactions; Samir Zekiqi; Turkey men's national under-18 and under-19 basketball team; Turkey men's national under-20 basketball team,False,direct,bio_name,1996.0,exact_match,exact_birth_year
P011826,"GUY, KYLE",Kyle Guy,Kyle Guy,https://en.wikipedia.org/wiki/Kyle_Guy,Shooting guard,Shooting Guard,matched,,Kyle Guy; Kyle Singler; ABA League; Andrei Kirilenko; List of 2024–25 EuroLeague transactions,False,direct,bio_name,1997.0,exact_match,exact_birth_year
P007355,"HACIYEVA, ORHAN",Orhan Haciyeva,2022 FIBA European Championship for Small Countries,https://en.wikipedia.org/wiki/2022_FIBA_European_Championship_for_Small_Countries,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2022 FIBA European Championship for Small Countries; List of 2016–17 EuroLeague transactions; Uşak Sportif; Galatasaray S.K. men's basketball team rosters,False,search,bio_name,,unavailable,
P001844,"HACKETT, DANIEL",Daniel Hackett,Daniel Hackett,https://en.wikipedia.org/wiki/Daniel_Hackett,Point guard / shooting guard,Point Guard,matched,,Daniel Hackett; 2021–22 EuroLeague; 2022–23 EuroLeague; PBC CSKA Moscow; EuroLeague career statistical leaders,True,direct,bio_name,1987.0,exact_match,exact_birth_year
PKMF,"HAGAG, DROR",Dror Hagag,Dror Hagag,https://en.wikipedia.org/wiki/Dror_Hagag,Point guard,Point Guard,matched,,Dror Hagag; Hapoel Tel Aviv B.C.; Hapoel Jerusalem B.C.; FIBA EuroStars; Tre Simmons,False,direct,bio_name,1978.0,exact_match,exact_birth_year
P001909,"HAIN, DANIEL",Daniel Hain,Telekom Baskets Bonn,https://en.wikipedia.org/wiki/Telekom_Baskets_Bonn,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Telekom Baskets Bonn; Eintracht Braunschweig; 2000 New Year Honours; List of play-by-mail games; List of ZX Spectrum games,False,search,bio_name,,unavailable,
